9," Action, Adventure"
1," Action, Crime"
19," Adventure, Comedy"
2," Adventure, Drama"
4," Adventure, Family"
1," Adventure, Fantasy"
1," Biography, Drama"
2," Comedy, Drama"
1," Comedy, Family"
1," Comedy, Fantasy"
3," Drama, Family"
4," Drama, Fantasy"
1," Family, Fantasy"
1,Sci-Fi
